사용일자,1호선,3호선,5호선,합계
2022-12-31,23146,8289,13584,45019
2023-01-01,10749,4136,7531,22416
2023-01-02,22862,10936,12285,46083
2023-01-03,23796,11464,12736,47996
2023-01-04,24700,12535,13935,51170
2023-01-05,25374,12368,13816,51558
2023-01-06,27426,13261,15652,56339
2023-01-07,23931,9255,14544,47730
2023-01-08,14380,5715,8804,28899
2023-01-09,24957,11824,13095,49876
2023-01-10,26252,12460,14006,52718
2023-01-11,26205,12537,14161,52903
2023-01-12,26885,12806,14782,54473
2023-01-13,25779,13062,15106,53947
2023-01-14,24712,9504,14689,48905
2023-01-15,13012,5604,8459,27075
2023-01-16,24833,12339,13232,50404
2023-01-17,25227,12479,13720,51426
2023-01-18,25768,12612,14212,52592
2023-01-19,25492,12340,13864,51696
2023-01-20,24188,12011,13657,49856
2023-01-21,10732,4254,6896,21882
2023-01-22,7315,3173,5302,15790
2023-01-23,13765,5625,9519,28909
2023-01-24,9863,4065,6069,19997
2023-01-25,19916,10918,10732,41566
2023-01-26,22944,12438,13362,48744
2023-01-27,25848,13037,15391,54276
2023-01-28,23914,8876,14471,47261
2023-01-29,13789,5465,9000,28254
2023-01-30,24115,12184,13285,49584
2023-01-31,24821,12131,13846,50798
2023-02-01,25720,12297,14301,52318
2023-02-02,25438,12204,14189,51831
2023-02-03,27487,12648,15895,56030
2023-02-04,25405,9760,15719,50884
2023-02-05,14856,5411,9472,29739
2023-02-06,24687,11743,13289,49719
2023-02-07,25548,12175,14236,51959
2023-02-08,26030,12570,14281,52881
2023-02-09,26430,12580,14551,53561
2023-02-10,27577,13530,16020,57127
2023-02-11,27479,9844,16475,53798
2023-02-12,15443,6016,10054,31513
2023-02-13,25141,12144,13274,50559
2023-02-14,26610,12943,14390,53943
2023-02-15,26510,13073,14643,54226
2023-02-16,26333,12859,14415,53607
2023-02-17,28851,14179,16157,59187
2023-02-18,26230,10517,15462,52209
2023-02-19,15273,6079,9352,30704
2023-02-20,25104,12591,13405,51100
2023-02-21,25665,12896,14030,52591
2023-02-22,25749,13163,14319,53231
2023-02-23,27043,13129,14699,54871
2023-02-24,29566,14352,16465,60383
2023-02-25,27811,10717,15790,54318
2023-02-26,15784,6170,9720,31674
2023-02-27,24911,12718,13463,51092
2023-02-28,28255,14076,16204,58535
2023-03-01,22911,8278,13005,44194
2023-03-02,24775,11979,12842,49596
2023-03-03,27137,13343,14897,55377
2023-03-04,26039,10082,15035,51156
2023-03-05,15323,5803,9111,30237
2023-03-06,25018,12253,12703,49974
2023-03-07,25854,12219,13437,51510
2023-03-08,25399,12617,13747,51763
2023-03-09,25931,12773,14032,52736
2023-03-10,29007,14347,16138,59492
2023-03-11,28684,11262,17211,57157
2023-03-12,13558,5495,8259,27312
2023-03-13,24325,12313,12906,49544
2023-03-14,26142,12759,13985,52886
2023-03-15,25968,12824,14381,53173
2023-03-16,26564,12988,14396,53948
2023-03-17,28491,14508,16464,59463
2023-03-18,28966,11650,17703,58319
2023-03-19,16680,6656,10061,33397
2023-03-20,25300,12449,13525,51274
2023-03-21,26421,12795,14195,53411
2023-03-22,25928,12868,14470,53266
2023-03-23,26270,13035,14570,53875
2023-03-24,29076,14705,17094,60875
2023-03-25,29827,12348,18426,60601
2023-03-26,16612,6888,11010,34510
2023-03-27,25285,12493,13273,51051
2023-03-28,25821,13014,14007,52842
2023-03-29,25998,13062,14864,53924
2023-03-30,26460,13404,14946,54810
2023-03-31,28297,14859,17304,60460
2023-04-01,26246,11224,17565,55035
2023-04-02,15695,6574,10650,32919
2023-04-03,24867,12534,13818,51219
2023-04-04,25176,12700,14354,52230
2023-04-05,22118,11977,13137,47232
2023-04-06,25333,13404,14536,53273
2023-04-07,28824,14975,17726,61525
2023-04-08,27176,11151,17772,56099
2023-04-09,16076,6705,10791,33572
2023-04-10,25135,12762,13925,51822
2023-04-11,22924,12368,13125,48417
2023-04-12,26139,13204,15353,54696
2023-04-13,26333,13201,15325,54859
2023-04-14,28325,14706,17216,60247
2023-04-15,25024,10037,15550,50611
2023-04-16,15215,6264,9736,31215
2023-04-17,24949,12602,13669,51220
2023-04-18,23827,12505,13118,49450
2023-04-19,26038,13274,14861,54173
2023-04-20,25639,13256,14234,53129
2023-04-21,28521,14620,16987,60128
2023-04-22,26060,10600,15949,52609
2023-04-23,14929,6134,9550,30613
2023-04-24,24535,12370,13443,50348
2023-04-25,23733,12762,13395,49890
2023-04-26,25793,13222,14673,53688
2023-04-27,26552,13605,15376,55533
2023-04-28,29010,15393,17858,62261
2023-04-29,22854,10192,14862,47908
2023-04-30,17941,8093,12954,38988
2023-05-01,23402,9596,13913,46911
2023-05-02,25669,13449,14655,53773
2023-05-03,26671,14033,15303,56007
2023-05-04,27553,14535,16618,58706
2023-05-05,15767,7387,10841,33995
2023-05-06,17974,8400,12345,38719
2023-05-07,14739,6178,9555,30472
2023-05-08,24579,12510,12957,50046
2023-05-09,25764,13211,14379,53354
2023-05-10,26257,13365,15120,54742
2023-05-11,26901,13736,15488,56125
2023-05-12,29466,15184,18169,62819
2023-05-13,27764,11798,17879,57441
2023-05-14,16301,6919,10363,33583
2023-05-15,25223,13011,14313,52547
2023-05-16,26249,13647,15299,55195
2023-05-17,25668,13631,15664,54963
2023-05-18,25741,13442,15215,54398
2023-05-19,29080,15643,18433,63156
2023-05-20,35239,13771,20773,69783
2023-05-21,16493,7227,11270,34990
2023-05-22,24657,12778,13835,51270
2023-05-23,25636,13242,14641,53519
2023-05-24,25531,13253,14875,53659
2023-05-25,26492,13789,15629,55910
2023-05-26,28557,14894,18626,62077
2023-05-27,22000,9979,15142,47121
2023-05-28,14312,6624,10425,31361
2023-05-29,18926,8057,12185,39168
2023-05-30,24575,13235,14750,52560
2023-05-31,25475,13729,15450,54654
2023-06-01,25610,13634,15650,54894
2023-06-02,27508,15001,17585,60094
2023-06-03,26352,11618,17021,54991
2023-06-04,15392,7056,11379,33827
2023-06-05,26205,13668,17222,57095
2023-06-06,19024,8051,12374,39449
2023-06-07,24632,13153,14677,52462
2023-06-08,25011,13127,14822,52960
2023-06-09,27242,14802,17724,59768
2023-06-10,24700,10714,15153,50567
2023-06-11,14620,6105,9383,30108
2023-06-12,24098,12666,13349,50113
2023-06-13,25250,12958,14567,52775
2023-06-14,25023,13568,14845,53436
2023-06-15,26544,13540,15186,55270
2023-06-16,28104,15010,17575,60689
2023-06-17,26976,11743,17097,55816
2023-06-18,15136,6700,9767,31603
2023-06-19,23257,12780,13532,49569
2023-06-20,24815,13008,14322,52145
2023-06-21,24519,13340,14479,52338
2023-06-22,26822,14088,15990,56900
2023-06-23,28522,15137,18061,61720
2023-06-24,26811,11145,16857,54813
2023-06-25,14843,6431,9900,31174
2023-06-26,22155,12185,12907,47247
2023-06-27,25271,13418,14529,53218
2023-06-28,25050,13394,14963,53407
2023-06-29,20977,12280,12778,46035
2023-06-30,26420,14646,16338,57404
